,title,year,genre,description,score,soup
2305,the bfg,2016,"adventure, family, fantasy","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",6.164919193112152,"the bfg english steven spielberg adventure, family, fantasy mark rylance, ruby barnhill, penelope wilton, jemaine clement, rebecca hall, rafe spall, bill hader, ólafur darri ólafsson, adam godley, michael adamthwaite, daniel bacon, jonathan holmes, chris gibbs, paul moniz de sa, marilyn norry"
2306,power rangers,2017,"action, adventure, sci-fi","A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",5.911234314379421,"power rangers english, mandarin dean israelite action, adventure, sci-fi dacre montgomery, naomi scott, rj cyler, ludi lin, becky g, elizabeth banks, bryan cranston, bill hader, matt shively, cody kearsley, david denman, robert moloney, anjali jay, sarah grey, morgan taylor campbell"
2307,kong: skull island,2017,"action, adventure, fantasy","After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",6.451680141879254,"kong: skull island english, vietnamese jordan vogt-roberts action, adventure, fantasy tom hiddleston, samuel l. jackson, brie larson, john c. reilly, john goodman, corey hawkins, john ortiz, tian jing, toby kebbell, jason mitchell, shea whigham, thomas mann, eugene cordero, marc evan jackson, will brittain"
2308,godzilla: king of the monsters,2019,"action, adventure, fantasy","The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",6.0275935971365,"godzilla: king of the monsters english, japanese, chinese, spanish michael dougherty action, adventure, fantasy kyle chandler, vera farmiga, millie bobby brown, ken watanabe, ziyi zhang, bradley whitford, sally hawkins, charles dance, thomas middleditch, aisha hinds, o'shea jackson jr., david strathairn, anthony ramos, elizabeth faith ludlow, jonathan howard"
2309,lion,2016,"biography, drama","A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",7.439130397319132,"lion english, hindi, bengali garth davis biography, drama sunny pawar, abhishek bharate, priyanka bose, khushi solanki, shankar nisode, tannishtha chatterjee, nawazuddin siddiqui, riddhi sen, koushik sen, rita boy, udayshankar pal, surojit das, deepti naval, menik gooneratne, david wenham"
2310,gerald's game,2017,"drama, horror, thriller","A couple tries to spice up their marriage in a remote lake house; after the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.",6.269082543144082,"gerald's game english mike flanagan drama, horror, thriller carla gugino, bruce greenwood, chiara aurelia, carel struycken, henry thomas, kate siegel, adalyn jones, bryce harper, gwendolyn mulamba, james flanagan, dori lumpkin, natalie roers, nikia reynolds, bill riales, chuck borden"
2311,rogue one,2016,"action, adventure, sci-fi",The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,7.567256437175139,"rogue one english gareth edwards action, adventure, sci-fi felicity jones, diego luna, alan tudyk, donnie yen, wen jiang, ben mendelsohn, guy henry, forest whitaker, riz ahmed, mads mikkelsen, jimmy smits, alistair petrie, genevieve o'reilly, ben daniels, paul kasey"
2312,the equalizer 2,2018,"action, crime, thriller","Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?",6.396789922933914,"the equalizer 2 english, french, turkish, hebrew, arabic, spanish antoine fuqua action, crime, thriller denzel washington, pedro pascal, ashton sanders, orson bean, bill pullman, melissa leo, jonathan scarfe, sakina jaffrey, kazy tauginas, garrett golden, adam karst, alican barlas, rhys olivia cote, tamara hickey, ken baltin"
2313,snowden,2016,"biography, drama, thriller","The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees,",6.802609071476453,"snowden english, american sign language, russian oliver stone biography, drama, thriller melissa leo, zachary quinto, joseph gordon-levitt, jaymes butler, robert firth, rachel handshaw, christian contreras, parker sawyers, rhys ifans, ken thomas, nicolas cage, michael benz, shailene woodley, tom wilkinson, joely richardson"
2314,solo: a star wars story,2018,"action, adventure, sci-fi","During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",6.681614552464611,"solo: a star wars story english ron howard action, adventure, sci-fi alden ehrenreich, joonas suotamo, woody harrelson, emilia clarke, donald glover, thandie newton, phoebe waller-bridge, paul bettany, jon favreau, erin kellyman, linda hunt, ian kenny, john tui, anna francolini, andrew woodall"
2315,la la land,2016,"comedy, drama, music","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",7.722366217673736,"la la land english damien chazelle comedy, drama, music ryan gosling, emma stone, amiée conn, terry walters, thom shelton, cinda adams, callie hernandez, jessica rothe, sonoya mizuno, rosemarie dewitt, j.k. simmons, claudine claudio, jason fuchs, d.a. wallach, trevor lissauer"
2316,the nice guys,2016,"action, comedy, crime","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",7.07680882188453,"the nice guys english, german shane black action, comedy, crime russell crowe, ryan gosling, angourie rice, matt bomer, margaret qualley, yaya dacosta, keith david, beau knapp, lois smith, murielle telio, gil gerard, daisy tahan, kim basinger, jack kilmer, lance valentine butler"
2317,the predator,2018,"action, adventure, sci-fi","When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",5.612169276072949,"the predator english, spanish shane black action, adventure, sci-fi boyd holbrook, trevante rhodes, jacob tremblay, keegan-michael key, olivia munn, sterling k. brown, thomas jane, alfie allen, augusto aguilera, jake busey, yvonne strahovski, brian a. prince, mike dopud, niall matter, javier lacroix"
2318,dope,2015,"comedy, crime, drama","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",6.595643252194591,"dope english, spanish rick famuyiwa comedy, crime, drama asap rocky, blake anderson, bruce beatty, de'aundre bonds, julian finch, quincy brown, kiersey clemons, kimberly elise, rick fox, christopher glenn, ricky harris, chanel iman, wyking jones, amin joseph, kap g"
2319,the boss baby,2017,"animation, adventure, comedy","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",6.144120492382018,"the boss baby english, spanish tom mcgrath animation, adventure, comedy alec baldwin, steve buscemi, jimmy kimmel, lisa kudrow, tobey maguire, miles bakshi, james mcgrath, conrad vernon, viviann yee, eric bell jr., david soren, edie mirman, james ryan, walt dohrn, jules winter"
2320,the boy,2016,"horror, mystery, thriller","An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",5.963591193920587,"the boy english william brent bell horror, mystery, thriller lauren cohan, rupert evans, james russell, jim norton, diana hardcastle, ben robson, jett klyne, lily pater, matthew walker, stephanie lemelin"
2321,baby driver,2017,"action, crime, drama","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",7.343227310669111,"baby driver english, american sign language edgar wright action, crime, drama ansel elgort, jon bernthal, jon hamm, eiza gonzález, micah howard, lily james, morgan brown, kevin spacey, morse diggs, cj jones, sky ferreira, lance palmer, hudson meek, viviana chavez, hal whiteside"
2322,guardians of the galaxy vol. 2,2017,"action, adventure, comedy","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",7.398016651846918,"guardians of the galaxy vol. 2 english james gunn action, adventure, comedy chris pratt, zoe saldana, dave bautista, vin diesel, bradley cooper, michael rooker, karen gillan, pom klementieff, sylvester stallone, kurt russell, elizabeth debicki, chris sullivan, sean gunn, tommy flanagan, laura haddock"
2323,teenage mutant ninja turtles: out of the shadows,2016,"action, adventure, comedy","The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",5.965483776393433,"teenage mutant ninja turtles: out of the shadows english dave green action, adventure, comedy megan fox, will arnett, laura linney, stephen amell, noel fisher, jeremy howard, pete ploszek, alan ritchson, tyler perry, brian tee, stephen farrelly, gary anthony williams, peter donald badalamenti ii, tony shalhoub, brad garrett"
2324,okja,2017,"action, adventure, drama","A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.",6.649319521024921,"okja english, korean, spanish bong joon ho action, adventure, drama tilda swinton, sheena kamal, michael mitton, colm hill, kathryn kirkpatrick, jose carias, giancarlo esposito, jake gyllenhaal, nancy amelia bell, seo-hyun ahn, jeong-eun lee, hee-bong byun, jaein kim, je-mun yun, shirley henderson"
2325,ah-ga-ssi,2016,"drama, romance, thriller","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",7.127031812108813,"ah-ga-ssi korean, japanese chan-wook park drama, romance, thriller min-hee kim, tae-ri kim, jung-woo ha, jin-woong cho, hae-sook kim, so-ri moon, seong-bong ahn, si-yeon ha, ha-na han, ha-dam jeong, eun-hyung jo, eun-yeong kim, in-woo kim, si-eun kim, dong-hwi lee"
2326,manchester by the sea,2016,drama,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,7.34994354076727,"manchester by the sea english kenneth lonergan drama casey affleck, ben o'brien, kyle chandler, richard donelly, virginia loring cooke, quincy tyler bernstine, missy yager, stephen mckinley henderson, ben hanson, mary mallen, lewis d. wheeler, anthony estrella, c.j. wilson, susan pourfar, robert sella"
